,screen_name,id_str,created_at,text
0,KanganaTeam,1303586065597440000,2020-09-09 06:48:32,"There is no illegal construction in my house, also government has banned any demolitions in Covid till September 30… https://t.co/vtyDO8nxLl"
1,RealEricCarmen,1303393732687921154,2020-09-08 18:04:16,Why aren't all the homeless in San Francisco and NYC dead from COVID by now? No social distancing. No masks. Drug a… https://t.co/urDFLGXl22
2,RandPaul,1303383971649257473,2020-09-08 17:25:29,The US now slightly exceeds Sweden in per capita deaths from COVID. The difference — govt dictates destroyed the US… https://t.co/4WQNShdw0z
3,jeannefisher17,1303830456098533377,2020-09-09 22:59:39,"via @NYTimes

Thank goodness for Drs. Collins and Fauci https://t.co/bj9sNNDrQC"
4,EAPstephen,1303830455230361605,2020-09-09 22:59:39,Or the start of August when there was another huge surge coming? https://t.co/OyKFQXOEcT
5,JBellSATX,1303830454437543937,2020-09-09 22:59:38,But @realDonaldTrump said kids were “virtually immune” to covid and he would never lie https://t.co/GQKX8FUVU2
6,zeeshan_iyc,1303830454374629382,2020-09-09 22:59:38,@zeeshan0431 How’s the covid situation there now?
7,thadogburn,1303830453045075969,2020-09-09 22:59:38,"North Carolina's universities have been all over the map in planning for COVID-19, responding to it and figuring ou… https://t.co/a0MJ72Z1s2"
8,NathanialLarkin,1303830452520665088,2020-09-09 22:59:38,@Acosta I knew at some point he would do a 180 and say hes always taken it seriously but isnt he still down-playing covid?
9,TheWatc65808911,1303830452009136129,2020-09-09 22:59:38,"“I think in terms of the existing restrictions, people should see this as the next block of time that may not last… https://t.co/6xVqIZ5fHD"
10,26354Bee,1303830451614814209,2020-09-09 22:59:38,"@demi_lynne701 Not nec. true. 
That assumes Covid will go away if we lockdown. So far, very little evidence of that… https://t.co/yJmxA9yKcy"
11,catrollo,1303830451287662593,2020-09-09 22:59:38,Boris' #Moonshot #TestAndTrace to cost £1500 each for every adult &amp; child in the UK. It's a massive opportunity for… https://t.co/jztf2l7mRN
12,BlueDotSeaOfRed,1303830451136737280,2020-09-09 22:59:38,"@MiaFarrow @putinowns We spent all of December, January, and February watching COVID ravage Asia and Europe but no… https://t.co/GAvzMGSEYC"
13,KnaveChild,1303830450746523649,2020-09-09 22:59:38,@gabs247 @Adam_Creighton #Lockdown of the Global Economy of Planet Earth. Diabolical Project: Closing Down of 193 N… https://t.co/jQGaVPa6sU
14,lorrainemiller7,1303830449962151936,2020-09-09 22:59:37,Doctors working to crack the mystery of 'long haul' COVID-19 sufferers https://t.co/0hTz0HpIcn
15,BladesofGlory02,1303383971577950214,2020-09-08 17:25:29,Every time I email @senatemajldr he sends me a generic email defining what COVID-19 is and does not address what I… https://t.co/aEx89EtR97
16,Meredith_Kinsle,1303383966729285632,2020-09-08 17:25:28,Dozens of headteachers send pupils home amid Covid-19 outbreaks https://t.co/3iRokN0jCw via @MailOnline
17,SarahJessicaEye,1303383966246993920,2020-09-08 17:25:27,Started the new room today with 6 kids. 3 returning from before Covid and 3 brand new. None have been in daycare in… https://t.co/zLAru0QYQ6
18,CowboysNation,1303383965731115010,2020-09-08 17:25:27,When your Dr tells you that you’ve put on 12lbs since Covid Lockdown but you’ve got PLANS TO EAT BACON on Sunday Ni… https://t.co/sX9ZPDpmQc
19,EllenAshley2020,1303383965559123968,2020-09-08 17:25:27,"Mexico is working to produce its own COVID-19 vaccines and could have one ready by next spring, according to a rese… https://t.co/SmPquPzoA5"
20,VitragSancheti4,1303383965475041280,2020-09-08 17:25:27,@Rajput_Ramesh @narendramodi @WhatsApp Or kuch chamche to covid lockdown ke quarter ke GDP (~-23%) ko 2010 ke boom… https://t.co/9YNL1MdRQn
21,VirtuallySheree,1303383965416304645,2020-09-08 17:25:27,Found a covid face mask selling at Cosmo. 😺 #SecondLife https://t.co/s6mnr0UFJi
22,ASEA313,1303383964699295744,2020-09-08 17:25:27,@TinamarieLobue Any what? Covid? 🤣🤣🤣
23,ottawabot,1303383963164127235,2020-09-08 17:25:27,"The #COVID19 crisis is having a disproportionate economic impact on women. Stay tuned! Tomorrow, the @OntarioCofC w… https://t.co/1BYRM0psiw"
24,southborn12,1303383962908348416,2020-09-08 17:25:27,Please pray for me and my family! My mom has broke her pelvis and things don’t look good! There are going to be som… https://t.co/lCT77OSBy7
25,peterduerr2,1303383962346291200,2020-09-08 17:25:26,Will the murder rate in Chicago reach greater numbers than covid ?
26,saintkxndra,1303383961763155968,2020-09-08 17:25:26,I started a job &amp; I get covid txt messages every other day letting us know someone came out positive 😭 so scary
27,Mdimts,1303383961381502978,2020-09-08 17:25:26,"Covid-19 is still a novel disease, so there is a lot of unknown information, in terms of case fatality rate, with s… https://t.co/o0UKeRAjPa"
28,BuzzLightyearz_,1303383960169390085,2020-09-08 17:25:26,@RubinhoISR the covid vaccine
29,WDRBNews,1303383959443853313,2020-09-08 17:25:26,Indiana reports 394 new COVID-19 cases and 12 additional deaths https://t.co/9hIOyhGN40 https://t.co/b1LDjcOK3H
30,newpaper24,1303383958713925634,2020-09-08 17:25:26,"SA daily COVID-19 cases drop below 1,000, lowest in months – NEWPAPER24 https://t.co/G5eVqN7Ur9"
31,thematchesband,1303383956977410048,2020-09-08 17:25:25,2020 Covid vibes... thankfully @JonathanDevoto is representing the outdoors (you better be safe out there my man)… https://t.co/toj7NWjaa8
32,k_geezus_,1303383956159713288,2020-09-08 17:25:25,anyone notice how lax everyone got with their masks? even stores that say no entry w/o masks have workers &amp; custome… https://t.co/CNpGFiUe9S
33,iansheacahir,1303383953328541697,2020-09-08 17:25:24,"@jkbjournalist They are just following protocol, and if it’s possible they need a little bit of slack because thous… https://t.co/8Qj9c98VIJ"
34,tybaltus79,1303383951516426241,2020-09-08 17:25:24,"@COrealitykat This appears to be Muir Woods?  Is it not?  

We were supposed to be here on Monday, but covid has ca… https://t.co/bdeePsqGNv"
35,CamelCrushGals,1303383951403290624,2020-09-08 17:25:24,Covid era really drying up their money eh? https://t.co/cjpwdIpvob
36,ethereal_oddity,1303383951076208640,2020-09-08 17:25:24,@toastyygoatt @IkariVision I don’t have it anymore thank you :) I told her multiple times to leave me alone and get… https://t.co/3J7ydf7D7Y
37,JohnnyM07559493,1303383948626726916,2020-09-08 17:25:23,"@nowthisnews Precautions brought on by the COVID-19, may work to stem the tide of the flu."
38,HAPDADIII,1303383948035317760,2020-09-08 17:25:23,"@DonaldJTrumpJr Your ""dad"" suggested people inject bleach  to cure covid...

Let THAT sink in JUNIOR"
39,EricTopol,1303383947603107840,2020-09-08 17:25:23,"More perspective on this @NYTScience, aka ""crude vaccine""
https://t.co/qYycgwOOKo by @KatherineJWu with… https://t.co/OQtMVX174u"
40,citiless,1303383945543856128,2020-09-08 17:25:22,"exactly one half of the students in my theory class have covid. so, ideal timing, really, for Clemson to bring stud… https://t.co/uCvC19m3yT"
41,gladysanel_,1303383945028001797,2020-09-08 17:25:22,The crew that is fixing our clinic is really outside smoking a cigarette but they are all passing around the same c… https://t.co/hQQMCSWhr2
42,tw10101,1303383944654708737,2020-09-08 17:25:22,@wubwubldn @CorrieLdn @BBCNews Not quite the same situation tho is it. We put all the vulnerable people into care h… https://t.co/M6EOpAcRXl
43,Dvonhym41,1303383944151302144,2020-09-08 17:25:22,@News24 I said October...watch the space. Covid will be over!
44,maxpotential76,1303383943828439043,2020-09-08 17:25:22,@charliekirk11 Trump has Covid spreading sinking ships. Biden has a plan of action.....and a moral compass. #BidenHarrisLandslide2020
45,Chlanandria,1303383942607892480,2020-09-08 17:25:22,This is the same group who stole the elderly drinks and may need to be tested for Covid. https://t.co/MWGkJe91Dr
46,PulpNews,1303383941320237057,2020-09-08 17:25:21,4 new cases of COVID-19 confirmed in Luzerne County: 496 statewide - Sep 8 @ 1:23 PM ET https://t.co/1GJNDiKUSE
47,starknightz,1303383940728795139,2020-09-08 17:25:21,5. News: NY Governor Cuomo Has til Wed. to Provide DOJ Data &amp; Answers Related to Actions That Led to 1000s of COVID… https://t.co/6O8rCD1QCq
48,iaintdaone,1303383940384854016,2020-09-08 17:25:21,@thehill Remember all the times you praised trump for his covid handling Andrew I mean it’s on video. So were you lying then or now?
49,FutureYesterd4y,1303383937054507008,2020-09-08 17:25:20,"Cuomo: 'Donald Trump caused the COVID outbreak in New York, that is a fact' https://t.co/qFEmaUtsmH"
50,Akman_Yusuf_,1303383936115015683,2020-09-08 17:25:20,God loves Americans so much so that the US has the most COVID-19 cases &amp; deaths. https://t.co/qtwCPb81kl
51,umairlfckhan,1303383933283758082,2020-09-08 17:25:20,@IndianRobertson That's coz he is someone who wants to fix the core issue of our country.. not someone who is more… https://t.co/OhZ4U4gnF4
52,ABC,1303383932654813184,2020-09-08 17:25:19,"JUST IN: JPMorgan Chase says that it's identified the misuse of COVID-19 relief funds by customers, and is investig… https://t.co/yeFbsuxgiA"
53,HoodTok,1303383932130349057,2020-09-08 17:25:19,@nowthisnews I remember watching this like some shit finna go down man 😂😂😂😂 what idiots. Risking everyone health be… https://t.co/18tVnMTwps
54,bmcool54,1303383931237158913,2020-09-08 17:25:19,@CTVNews I can give you an easy review of the federal  response to covid ....Zero They did not even mandate  mask w… https://t.co/8y4QTXYzuB
55,littlemsmagic,1303383929903177728,2020-09-08 17:25:19,"Like I work almost 70 hours a week, sometimes I crack out at 80. I haven’t had a full, complete day off, no work, f… https://t.co/ycWAgtpREY"
56,CubHawkBearBull,1303383929832067073,2020-09-08 17:25:19,@thehill It is also a fact that Cuomo sent positive COVID patients to nursing homes - which killed older people. What a hypocrite.
57,MabaleFrans,1303383928489873414,2020-09-08 17:25:18,"@ntabieh Summer will kill Covid. But mosquitos, flies, heat i cant stand... But outdoor life awesome"
58,WldRvrFshr,1303383928372228097,2020-09-08 17:25:18,"They traded their smallpox blankets for Covid-19

https://t.co/864u3cgu2C"
59,CBCAlerts,1303383928234008576,2020-09-08 17:25:18,Ontario Health Minister Christine Elliott announces 4-week pause of future reopenings. Says pause is critical to co… https://t.co/kYKkuWi4Jn
60,GranadaReports,1303383927214796803,2020-09-08 17:25:18,"There have been higher death rates in deprived areas, BAME communities and those with pre-existing health condition… https://t.co/4Ft86RZkM6"
61,MrsCarrion1,1303383925163728896,2020-09-08 17:25:18,@News_8 LMMFAO..BBQ AN FUN..WILL MAKE COVID COME BACK🤔🤣🤣🤣🤣🤣🤣🤦...BUT NOT 2000 PPL PROTESTING 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤦🤦🤦🤦🗣️🤷👏👏👏👏 GOOD ONE 👊🇺🇲💪🥂😎
62,janekin24,1303383924744351748,2020-09-08 17:25:18,@NewMumOnline Oh no it’s random. But don’t see the point as they all had Covid in May lol
63,RichTorrenzano,1303383924551356416,2020-09-08 17:25:17,Drugmakers pledge to put safety first in race for COVID-19 vaccine.  https://t.co/1OTuNCqggQ via @nypost
64,Ch1Gan,1303383922332631041,2020-09-08 17:25:17,@darrin_moore21 @BobBlackstock @OG_Gearhound @adamcarolla I've been sneezing lately. Thought maybe it was seasonal… https://t.co/JAdz5MwVnU
65,theAdamGreen,1303383921883717634,2020-09-08 17:25:17,"Would make sense other than the fact that unlike typical football injuries, Covid-19 actually impacts the health an… https://t.co/iCuzJ2JqfW"
66,chsscgirl,1303383920810000386,2020-09-08 17:25:17,"It is so much needed! 🙏🏼 This madness needs to end! We are all in pain, anger, frustration,  differences, difficult… https://t.co/RkpRiHKozu"
67,RGoblyn,1303383920650727427,2020-09-08 17:25:17,"@GlenCompton No doubt! On top of COVID-19 we have had 2 teacher’s strikes in the last four years, for which the kid… https://t.co/p8Y2vFH9Hg"
68,SensCommunPeu,1303383920348524545,2020-09-08 17:25:16,@SuxHypocrisy @Glenn45442604 @factchekka @pettifer_james @MrKRudd This forecast you posted self identifies that its… https://t.co/ElUcZESR8n
69,_allegranicole,1303383919941877764,2020-09-08 17:25:16,So....is Rowan University gonna do something about the 80+ people who have covid? They’ve only had one week of scho… https://t.co/p3X8IP2Yqk
70,alex_kirshner,1303383918914220033,2020-09-08 17:25:16,College football coaches either get fired before they have a chance to put their foot in their mouth about COVID or… https://t.co/OT6ASJsl8S
71,BonnieBonphil,1303383918868078592,2020-09-08 17:25:16,We knew this would happen. https://t.co/aSTeuTj5A3
72,WISH_TV,1303383918465478658,2020-09-08 17:25:16,"The link became more apparent as coronavirus swept across the globe and data mounted, and researchers are still try… https://t.co/WFBbMAzFeF"
73,jimmyillini24,1303383918423543811,2020-09-08 17:25:16,@LildaddyKK @jrockstar115 @HubertLinssen1 @realDonaldTrump Where is the pandemic?? Ppl are not sick not anymore tha… https://t.co/wuW0tRwASG
74,RICHHABITS,1303383917932748800,2020-09-08 17:25:16,The rationalized need for a shutdown ended on April 17th. The Socialists saw Covid-19 as an opportunity to destroy… https://t.co/ZHgG83qvhD
75,nick_ts,1303383917525962752,2020-09-08 17:25:16,@NDLB2020 @AndrewYang T3 - Terrible Traffic Tuesday because everyone is going back to school and work. But I guess… https://t.co/ZV5LjnSZxH
76,pahfoundation,1303383917010059264,2020-09-08 17:25:16,This past long weekend was a good time to practice using your COVID-sense. For more tips on having courageous conve… https://t.co/7PKG7kILVW
77,flavid_doyd,1303383916661952513,2020-09-08 17:25:16,"A believer in education, Agnes Smith wasn't just another casualty of COVID-19 https://t.co/V9y0jdgQzm via @jcpress"
78,Butherflyer,1303383915437207552,2020-09-08 17:25:15,"@GovMurphy No more masks!
You are going to create a cold &amp; flu season that will be WORSE than covid!"
79,ratlpolicy,1303383914891931650,2020-09-08 17:25:15,This is really getting ridiculous. Trump as a theory of everything is not helpful or relevant. Everywhere in the wo… https://t.co/nYCekNA7eC
80,VaasMont3negr0,1303383914673852423,2020-09-08 17:25:15,@A7LFC1 @Ido7ii @TheGerrardRoIe And we’re about to unleash next summer as well. COVID stopped us from spending that… https://t.co/yoV6ltNLUd
81,RIyer15,1303383914333913088,2020-09-08 17:25:15,Covid positive case in our apartment block. Family of 3 are tested positive with mild symptoms. They've been asked… https://t.co/RANZHka0Ug
82,LoopJamaica,1303383913704951813,2020-09-08 17:25:15,Inmate tells of tense atmosphere in prison as COVID-19 fears grow https://t.co/taZDocJ01C https://t.co/JfuGEGEbFJ
83,SeanPay20179597,1303383913545584642,2020-09-08 17:25:15,@JackPosobiec 3 days before the first debate Biden is going to get COVID.. watch
84,SimetP,1303383912576552961,2020-09-08 17:25:15,Raised Troponin Linked to Worse COVID-19 Outcomes https://t.co/suOwnHBWjP a través de @medscape
85,rue_shyllyn,1303383912174039040,2020-09-08 17:25:15,@sarahtee_G @AkeMarven @yollaliky @ngaanyan @cindy_blake27 Covid 🤔😂😂
86,Lariska_Prgitay,1303383911666507778,2020-09-08 17:25:14,"So there’s a few of you who I follow who follow @ginacarano 
She is an anti vaxxer transphobic Trumpster who believ… https://t.co/IL1RfA3RIr"
87,ghckz,1303383911519711234,2020-09-08 17:25:14,@NeilNeilasher @leicslive Did you actually read the article? The complaint is in the context of COVID. Yes packed b… https://t.co/jGqu67DhbV
88,mrjking,1303383911020593153,2020-09-08 17:25:14,"@SkiersRight @chriskilroy @rorycooper ""Children do not spread Covid so they should be in normal school.""

You are i… https://t.co/bTzTk2N5rA"
89,jacksonbrown206,1303383909103738881,2020-09-08 17:25:14,"Yes, it’s was definitely Trump who sent Covid patients to Nursing homes in NY and killed 5,000+ people... guy is de… https://t.co/a22zUeFI5m"
90,WISE_SP,1303383909032497153,2020-09-08 17:25:14,Is he gay?  #LGBTQ Religious leader who blamed gay marriage for #Covid-19 tests positive https://t.co/qCIeTQ28yb via @MailOnline
91,ThickleyP,1303383907187019776,2020-09-08 17:25:13,"@simon_price01 I changed my wifi connection's name to COVID_5G_TEST_MAST837, just in case there's any tinfoilers on my street"
92,peoplescrtic,1303383907094548480,2020-09-08 17:25:13,Is my breathing bad because of the smoke in the air or COVID https://t.co/UhXjn4ueVU
93,cherielynn422,1303383906503266307,2020-09-08 17:25:13,"@3ster_3Q @NJGov This is completely wrong. 94% listed other causes of death, mostly respiratory failure, kidney fai… https://t.co/OyP6AOovw0"
94,stolencarRSA,1303383906293514242,2020-09-08 17:25:13,@mzwandileMasina 5 years to Build a water reservoir.... I wonder how long its gonna take to rebuild the Economy after Covid-19.. Tjoo🙆🏾‍♂️
95,BallouxFrancois,1303383905828044800,2020-09-08 17:25:13,"@AndyTruman4 @ClaraLpz3 It's an emotional subject ... Anyway, teenagers seem to transmit #SARSCoV2 similarly to (as… https://t.co/0sYXzk8zeg"
96,TheCleanSpot,1303383905115033600,2020-09-08 17:25:13,Cleaning Tip- Did you know that heat up to 130F can kill the COVID 19 virus? Leave your mask on the dashboard in th… https://t.co/B6kcidbFel
97,YoursDearlyEve,1303383904510935043,2020-09-08 17:25:13,Good analogy for COVID in general – we're all held hostage by ignorant people https://t.co/dHBMttHdTI
98,emerglive,1303383904339009543,2020-09-08 17:25:13,"#COVID19 fight in the Republic of the #Congo: a Russian plane of the Emergencies Ministry, loaded with… https://t.co/L6OJ43QPb0"
99,adboe5,1303383903164563457,2020-09-08 17:25:12,It’s awesome to see both sides of the aisle come together to support finding a solution for thousands of CT student… https://t.co/iDgBRQydaI
100,peaceloveandal,1303383903005147136,2020-09-08 17:25:12,Anyone who can't smell the wildfire smoke this morning probably needs to get a COVID-19 test
101,ZyiteGadgets,1303383902921175041,2020-09-08 17:25:12,Covid-19: Health experts ‘surprised’ at decision to reopen pubs https://t.co/qU4KwWK4sr https://t.co/ewDnNqyj8D
102,lyonssj55,1303383902900441088,2020-09-08 17:25:12,Hey @PresSec you do know that COVID-19 came AFTER! Obama-Biden. Is there anything between your ears aside from wax? https://t.co/seBrzsOPtN
103,upjohn_angie,1303383902514556928,2020-09-08 17:25:12,"@piersmorgan Just as Covid is spiking, testing is crashing. If your asked by your employer to test every fortnight… https://t.co/9JupMg3YMq"
104,tariqtramboo,1303383901428219906,2020-09-08 17:25:12,Flu season and Covid 19. The combination will be like perfect storm. Mask can protect from both. 80-90 percent of p… https://t.co/d572avSdxt
105,joe_m26,1303383901331574785,2020-09-08 17:25:12,"CDC director seeing more suicides, drug overdoses than COVID deaths among high schoolers

published July 30, 2020
 https://t.co/DBXslLar2M"
106,okokoberry,1303383898592653313,2020-09-08 17:25:11,@realDonaldTrump Least amount of Covid cases... there is a reason! #MasksAreCool #FlattenTheCurve  #TrumpTerrorism
107,DavidABergstein,1303383898357985286,2020-09-08 17:25:11,"""they say the president has betrayed working Wisconsinites and promises have not been kept."" 

""the administration'… https://t.co/W7HUFwD68S"
108,vegavnc,1303383898072608769,2020-09-08 17:25:11,"@KartikeyaTanna Dont underestimate the power of mass-scale boredom
😏

The will be a massive rebound post-covid, atleast once🙁"
109,Alex_Kusters,1303383897967931393,2020-09-08 17:25:11,How has #COVID19 impacted your company's #digitaltransformation? https://t.co/KbI3WcH2Wg
110,orchidtoys,1303383897888227338,2020-09-08 17:25:11,"Study: COVID Means Less Casual Sex, More Live-In Sex, Lots More Porn https://t.co/aCQOfvXyy0"
111,CCTSI,1303383896747323392,2020-09-08 17:25:11,"UCHealth opens Moderna COVID-19 vaccine trial with focus on recruiting minorities. 

“If we develop a vaccine for C… https://t.co/85xTwqLdra"
112,tre50259386,1303383895765848065,2020-09-08 17:25:11,@chrislhayes Dems still worried about Covid lol 😂
113,7_AndrewH,1303383895656800258,2020-09-08 17:25:11,"Old men will do whatever it takes to get their wasps out in gym changing rooms, showers clearly closed coz of covid… https://t.co/agPOmYvh7L"
114,cutie_chaos,1303383894578794496,2020-09-08 17:25:10,"@stella_immanuel
World Bank document states COVID-19 ends on March 31, 2025 and COVID-19 testing kits began being d… https://t.co/tgmViKGqMg"
115,DavidBaskinBWM,1303383894297923585,2020-09-08 17:25:10,"Live from my home office in beautiful midtown Toronto, I will be on BNN/Bloomberg #MarketCall tomorrow at noon. Thr… https://t.co/1kF4fDWfpk"
116,Okironin1,1303383894180339712,2020-09-08 17:25:10,New York Governor Cuomo Has Until Wednesday to Provide DOJ Data and Answers Related to Actions That Led to Thousand… https://t.co/Qs9wSzxHZ7
117,atueche,1303383893672964096,2020-09-08 17:25:10,"Food is highly unlikely to be a source of Covid-19 contamination, experts say - CNN https://t.co/emVZ2NJE8n"
118,lilsnck,1303383892519350272,2020-09-08 17:25:10,watching a documentary for my class about being undocumented during covid and im crying
119,pmaazz,1303383891907149824,2020-09-08 17:25:10,@thehill Really dick?? Seems like this is your name on this. Last I checked nursing homes count for close to 50% of… https://t.co/lh00Jr2n1A
120,redwhiteblubabe,1303383891844235267,2020-09-08 17:25:10,"@BobLonsberry @UR_Med Bob, did you know URMC took the covid test down this past week? The “pandemic” is over lol"
121,hikermom1234,1303383891839836161,2020-09-08 17:25:10,@DailyCaller Don't let Cuomo hide from his coronavirus nursing-home disaster https://t.co/kq4xIafxD2 via @businessinsider
122,phr999,1303383890887938048,2020-09-08 17:25:09,"@justin_hart 'unraveling  COVID fears one at a time' 
Glad to see you don't start out asuming a conclusion!"
123,sheeza_blade,1303383890636296196,2020-09-08 17:25:09,@piersmorgan And didn't the King's College London Hospital worker say Covid admissions were up 44%?  We're not far… https://t.co/W5DQklbwOh
124,cute1105005,1303383890338353152,2020-09-08 17:25:09,@CMODelhi Thanks for record testing sir we will must in this position  to listen good news regarding  Covid
125,sunnysinghb82,1303383889545777152,2020-09-08 17:25:09,@piersmorgan Such a shame u won’t acknowledge the 400-600 that die daily of cancer but will give ur all to the caus… https://t.co/xgHlNNx22A
126,Rubytea_,1303383889503608835,2020-09-08 17:25:09,"Power outages affect low income communities the greatest, forcing them to relocate and contribute to the spread of… https://t.co/FNEDSzUkwh"
127,d0jafiend,1303383889310814210,2020-09-08 17:25:09,I miss the gym ALOT but I can’t go with COVID shower her ass like this.
128,2DrinksNbisket,1303383888551579648,2020-09-08 17:25:09,@benshapiro every country got it so why does that matter. cumo mishandling of covid was why so many died https://t.co/d0nbIK5U5t
129,16Scmanish,1303383887381278720,2020-09-08 17:25:09,"Covid live: Govt issues SOPs for phased reopening of schools
 https://t.co/CqsAKVTEnD
Download the TOI app now:
https://t.co/E3eksRwQoG"
130,bobmiglani,1303383886706225153,2020-09-08 17:25:08,"""It's about how I help my team be agile to better serve our customers."" How CEOs Lead in COVID Chaos: Interview wit… https://t.co/dCNcmABaPX"
131,CricNews365,1303383886588776462,2020-09-08 17:25:08,"Covid resurgence would leave global game 'in crisis', warns Ian Watmore, new ECB chairman #Cricket https://t.co/jcjbg771VC"
132,PhD_femme,1303383886425206785,2020-09-08 17:25:08,"And even when you DO shut down expeditiously, no, you can’t send everyone home, b/c not everyone can go home!

https://t.co/uQAu9A5I0Y"
133,TOIIndoreNews,1303383886118830081,2020-09-08 17:25:08,Indore records highest single-day spike of 295 Covid-19 cases https://t.co/CpgWMuMVd9
134,DaniFergs,1303383886047645698,2020-09-08 17:25:08,"Commissioners end the meeting by saying they will start live streaming meetings. 

They purchased some electronics… https://t.co/u29sfvsbB1"
135,Dihaggis,1303383885716357121,2020-09-08 17:25:08,@JoeBiden Your pals in Chynah gave us Covid. Blame them.
136,TranspariMED,1303383883853987841,2020-09-08 17:25:08,"MEP @MicheleRivasi on Covid clinical trials in Europe:

""As we are in exceptional circumstances which require excep… https://t.co/RGn9UfFIw3"
137,DA_magazine,1303383883313020932,2020-09-08 17:25:08,Safe #school travels: 10 steps to make walking or biking to school safer for student #SocialDistancing during… https://t.co/PXoGaspnQ5
138,ICON_SanAntonio,1303383882738229251,2020-09-08 17:25:08,"We need you! Help find a treatment for COVID!  Healthy adults 18-60 years old needed.  Compensation up to $3,500.… https://t.co/frCvCYUss2"
139,RuthResistor,1303383880746110979,2020-09-08 17:25:07,From NPR News 9 Drugmakers Sign Safety Pledge In Rush To Develop Coronavirus Vaccine https://t.co/RjmrPf1a9V
140,flakingbaking,1303383879525560328,2020-09-08 17:25:07,@jentaub @b_eireno @PressSec Every media outlet should correct you for LYING about Covid @PressSec before you speak… https://t.co/ODPhXXe0jm
141,bethmwells,1303383879512981509,2020-09-08 17:25:07,Another week of this... tomorrow is 8 months since F flew back to SA and then we got covid stuck 😢 https://t.co/2nio6GPACa
142,jchambers_DN,1303383877017366534,2020-09-08 17:25:06,Metro Detroit students back to the books in school — and at home https://t.co/ih4y4YfhDE via @detroitnews @Dr_Vitti… https://t.co/tSffJJi2JA
143,lalis626,1303383875196841984,2020-09-08 17:25:06,@KNXBaird @KNX1070 Yeah how many people got injured and got covid but the show must go on. #dontcareforRams
144,alnonymous5,1303383875192868865,2020-09-08 17:25:06,@ZaraKing @VirginMediaNews Gov has all but adopted a policy of encouraging spread by opening schools while cases⬆️.… https://t.co/LaQQjvWqz7
145,LiggettLawGroup,1303383874177773568,2020-09-08 17:25:05,"#COVID19 Precautions Extend to #CarSeats, #SeatBelts:
 https://t.co/5iHGajHpMP https://t.co/bwzsY3kD4V"
146,carliewaibel,1303383873854869504,2020-09-08 17:25:05,Must read op-ed from a high school teacher at Martin County High School in Florida: Biden has a plan to fight COVID… https://t.co/lMVsD05r8K
147,ghn_news,1303383873800278016,2020-09-08 17:25:05,India has surpassed Brazil’s #COVID19 case total to become the second worst-hit country in this pandemic with over… https://t.co/WXg894Rm4N
148,ARedPillRep0rt,1303383873661874176,2020-09-08 17:25:05,Poll: Americans Trust The Media The Least For COVID-19 Information https://t.co/UoctNjANhe
149,ChrisWidge,1303383873179582465,2020-09-08 17:25:05,"@Rover9495 Just to fit their agenda. Got sick to death of brexit, sick to death of covid and this fuckin USA electi… https://t.co/pOikskpWg8"
150,BaronianConsult,1303383872579698689,2020-09-08 17:25:05,TikTok video shows Universal theme park PACKED amid COVID-19 pandemic https://t.co/YYiQfRV80R
151,PONews,1303383871510241286,2020-09-08 17:25:05,Wolf urges the Pa. legislature to extend the statewide moratorium on evictions to protect thousands of tenants who… https://t.co/t0qURAujCq
152,o_n_n,1303383870155509763,2020-09-08 17:25:05,"Join the @HUBInsurance webinar on September 15 to learn the:

-Impact of COVID-19 on the #nonprofit sector &amp;… https://t.co/cjhBxSpVMG"
153,MydniteBlu,1303383869111009281,2020-09-08 17:25:04,"@realDonaldTrump So, instead of spending money to help with the Covid 19 issues or in setting up town hall meetings… https://t.co/U6WiFYh8GR"
154,ClevelandState5,1303383869056581632,2020-09-08 17:25:04,"@carlzimmer ""estimate""

I'm old enough to remember an estimate of over 2 million U.S. deaths from COVID-19."
155,AGUSciPolicy,1303383866678423554,2020-09-08 17:25:04,Happening tomorrow 9/9: @HouseScience hearing on the impacts of COVID-19 on University research. Tune in at 11:30am… https://t.co/hIe1FcOYJW
156,WBG_Poverty,1303383865977982977,2020-09-08 17:25:04,"Fast track finance is helping #Maldives deliver protective equipment, medical supplies and enhanced testing. This s… https://t.co/UrZio6tLZ7"
157,NepalLeprosyTr,1303383865067790336,2020-09-08 17:25:03,"The daily battle is intense!

COVID-19 rates are still increasing daily across #Nepal especially here in Province-2… https://t.co/L1P8KdtO2Z"
158,btbshowtime,1303383865025683456,2020-09-08 17:25:03,"Invited over some friends for the big 2⃣0⃣0⃣!!! 🥳
▪️ Special guests CHAEL SONNEN &amp; DANIEL CORMIER
▪️ Recapping… https://t.co/6QQVQBTnp4"
159,MorganLester19,1303383864488988680,2020-09-08 17:25:03,Imagine never being able to leave the COVID-19 breeding ground testing room at the end of the day. Sounds like a ni… https://t.co/qxt6XmoHEy
160,stanicebearnow,1303383864396705794,2020-09-08 17:25:03,"this world disgusts me so much. the hypocrisy, the selfishness that's been so normalised. Some people really partyi… https://t.co/MnDxmZlJAs"
161,Team_rcb_,1303383864186871809,2020-09-08 17:25:03,"@DrRPNishank You are no brainer minister , students are begging to you for postponement of exams since covid cases… https://t.co/xkayF8VspG"
162,DialysisSaves,1303383863952105473,2020-09-08 17:25:03,#Diabetes has a treatment crisis worsened by COVID-19 | Opinion https://t.co/1VouNv14oo
